long,lat,calle_nombre,calle_altura,modelo,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.4982498644267,-34.586787976103395,CONDARCO,4456,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419DPR
-58.4990016185265,-34.5859550979036,CONDARCO,4570,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419DPT
-58.5010221213261,-34.583729976004,CONDARCO,4838,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419DPZ
-58.5026704137257,-34.5819149191042,CONDARCO,5064,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419DQD
-58.4462836735335,-34.579733175400804,CONDE,254,MECÁNICA,Colegiales,Comuna 13,1426,C1426AYF
-58.4503018263328,-34.5776111786013,CONDE,780,MECÁNICA,Colegiales,Comuna 13,1426,C1426AYP
-58.4541421850321,-34.5758476719017,CONDE,1060,MECÁNICA,Colegiales,Comuna 13,1426,C1426AYV
-58.4561944790318,-34.574877478402,CONDE,1220,MECÁNICA,Colegiales,Comuna 13,1426,C1426AYZ
-58.4808287554265,-34.5487753645062,CONDE,4212,CONTENEDOR 3200,Saavedra,Comuna 12,1430,C1430FID
-58.4822701978262,-34.5468661304065,CONDE,4470,CONTENEDOR 3200,Saavedra,Comuna 12,1430,C1430FIH
-58.483211143526,-34.5456220162067,CONDE,4620,CONTENEDOR 3200,Saavedra,Comuna 12,1430,C1430FIL
-58.4277976018413,-34.6562988397919,CONDOR,1976,MECÁNICA,Nueva Pompeya,Comuna 4,1437,C1437FJL
-58.4442635120335,-34.576381906801,CONESA,367,MECÁNICA,Colegiales,Comuna 13,1426,C1426AQG
-58.4482438868328,-34.5745312214015,CONESA,743,MECÁNICA,Colegiales,Comuna 13,1426,C1426AQO
-58.4503016150325,-34.573523474801696,CONESA,937,MECÁNICA,Colegiales,Comuna 13,1426,C1426AQS
-58.4539452628319,-34.5717599335021,CONESA,1265,MECÁNICA,Colegiales,Comuna 13,1426,C1426AQY
-58.4755144060273,-34.549050032505896,CONESA,3979,CONTENEDOR 3200,Saavedra,Comuna 12,1429,C1429ALU
-58.477050969626895,-34.5459226283063,CONESA,4351,CONTENEDOR 3200,Saavedra,Comuna 12,1429,C1429AMC
-58.4688752968289,-34.558842463404396,CONGRESO AV.,3086,MECÁNICA,Belgrano,Comuna 13,1428,C1428BVX
-58.393260953444006,-34.6253043916928,CONSTITUCION,1991,MECÁNICA,San Cristobal,Comuna 3,1254,C1254AAC
-58.395554464443705,-34.6255304347929,CONSTITUCION,2191,MECÁNICA,San Cristobal,Comuna 3,1254,C1254AAG
-58.3983354230433,-34.6259250919931,CONSTITUCION,2360,MECÁNICA,San Cristobal,Comuna 3,1254,C1254AAL
-58.4020966178428,-34.6265197265932,CONSTITUCION,2636,MECÁNICA,San Cristobal,Comuna 3,1254,C1254AAR
-58.40419972854261,-34.6268545695933,CONSTITUCION,2816,MECÁNICA,San Cristobal,Comuna 3,1254,C1254AAV
-58.4080722391421,-34.6273558623935,CONSTITUCION,3068,MECÁNICA,San Cristobal,Comuna 3,1254,C1254AAZ
-58.411221772741605,-34.627584301693695,CONSTITUCION,3258,MECÁNICA,San Cristobal,Comuna 3,1254,C1254ABD
-58.415123851441095,-34.6278696017939,CONSTITUCION,3542,MECÁNICA,Boedo,Comuna 5,1254,C1254ABJ
-58.4501808687331,-34.5822134522008,CORDOBA,6437,MECÁNICA,Chacarita,Comuna 15,1427,C1427BZE
-58.3908967580426,-34.5996027436952,CORDOBA AV.,1670,MECÁNICA,San Nicolas,Comuna 1,1055,C1055AAT
-58.4052617284404,-34.5979525088963,CORDOBA AV.,2687,MECÁNICA,Recoleta,Comuna 2,1187,C1187AAA
-58.4114057120396,-34.5979464753967,CORDOBA AV.,3171,MECÁNICA,Recoleta,Comuna 2,1187,C1187AAF
-58.4151609496391,-34.597965040797,CORDOBA AV.,3432,MECÁNICA,Almagro,Comuna 5,1188,C1188AAN
-58.4166872762388,-34.5979264717971,CORDOBA AV.,3544,MECÁNICA,Almagro,Comuna 5,1188,C1188AAO
-58.4194929911384,-34.5976904299973,CORDOBA AV.,3751,MECÁNICA,Palermo,Comuna 14,1188,C1188AAD
-58.42275811463801,-34.5976264658975,CORDOBA AV.,3967,MECÁNICA,Palermo,Comuna 14,1188,C1188AAF
-58.4254142509375,-34.5967502698978,CORDOBA AV.,4151,MECÁNICA,Palermo,Comuna 14,1188,C1188AAH
-58.42763305483721,-34.595686743998,CORDOBA AV.,4365,MECÁNICA,Palermo,Comuna 14,1414,C1414BAB
-58.429516290936796,-34.594530568998195,CORDOBA AV.,4557,MECÁNICA,Palermo,Comuna 14,1414,C1414BAD
-58.4398466812349,-34.5879160388996,CORDOBA AV.,5528,MECÁNICA,Chacarita,Comuna 15,1414,C1414BBO
-58.441574145734606,-34.586775342399804,CORDOBA AV.,5706,MECÁNICA,Chacarita,Comuna 15,1414,C1414BBQ
-58.4439199819342,-34.5849981469001,CORDOBA AV.,5945,MECÁNICA,Palermo,Comuna 14,1414,C1414BBF
-58.44815810903339,-34.5829651791006,CORDOBA AV.,6249,MECÁNICA,Chacarita,Comuna 15,1427,C1427BZC
-58.4265420726412,-34.6518785802922,CORRALES,1650,MECÁNICA,Nueva Pompeya,Comuna 4,1437,C1437GLL
-58.475454647937205,-34.6935715898911,CORRALES,6995,MECÁNICA,Villa Riachuelo,Comuna 8,1439,C1439DBS
-58.394657896442396,-34.604561080595005,CORRIENTES AV.,1962,MECÁNICA,Balvanera,Comuna 3,1045,C1045AAO
-58.397773870441895,-34.6046468559952,CORRIENTES AV.,2176,MECÁNICA,Balvanera,Comuna 3,1045,C1045AAQ
-58.4068809070407,-34.6044680339958,CORRIENTES AV.,2914,MECÁNICA,Balvanera,Comuna 3,1193,C1193AAO
-58.409224353140296,-34.6041773503959,CORRIENTES AV.,3108,MECÁNICA,Balvanera,Comuna 3,1193,C1193AAQ
-58.4122339453399,-34.604180430696104,CORRIENTES AV.,3326,MECÁNICA,Balvanera,Comuna 3,1193,C1193AAS
-58.4151338924395,-34.6039862096963,CORRIENTES AV.,3564,MECÁNICA,Almagro,Comuna 5,1194,C1194AAO
-58.4178586350391,-34.6035691828966,CORRIENTES AV.,3790,MECÁNICA,Almagro,Comuna 5,1194,C1194AAQ
-58.42057583453871,-34.6032962697968,CORRIENTES AV.,3974,MECÁNICA,Almagro,Comuna 5,1194,C1194AAS
-58.4232396534383,-34.603034313697,CORRIENTES AV.,4144,MECÁNICA,Almagro,Comuna 5,1195,C1195AAN
-58.426476707537795,-34.6027103509972,CORRIENTES AV.,4364,MECÁNICA,Almagro,Comuna 5,1195,C1195AAP
-58.4291340970374,-34.60244547209739,CORRIENTES AV.,4534,MECÁNICA,Almagro,Comuna 5,1195,C1195AAR
-58.4378220543361,-34.600094883998196,CORRIENTES AV.,5141,MECÁNICA,Villa Crespo,Comuna 15,1414,C1414AJE
-58.4400687075356,-34.5985655316985,CORRIENTES AV.,5353,MECÁNICA,Villa Crespo,Comuna 15,1414,C1414AJG
-58.4427731190351,-34.5960588816989,CORRIENTES AV.,5633,MECÁNICA,Villa Crespo,Comuna 15,1414,C1414AJJ
-58.4446308906347,-34.5943338852992,CORRIENTES AV.,5847,MECÁNICA,Villa Crespo,Comuna 15,1414,C1414AJL
-58.4519459527333,-34.5881037485003,CORRIENTES AV.,6647,MECÁNICA,Chacarita,Comuna 15,1427,C1427BPE
-58.486633545629,-34.5965580585017,"CORTAZAR, JULIO",3612,MECÁNICA,Agronomia,Comuna 15,1417,C1417DPF
-58.4031673611438,-34.6432566902916,"CORTEJARENA, JOSE A.",2940,MECÁNICA,Parque Patricios,Comuna 4,1437,C1437ISH
-58.5058418350294,-34.6417625524983,CORVALAN,314,MECÁNICA,Villa Luro,Comuna 10,1408,C1408HQH
-58.504199216429704,-34.6430007669981,CORVALAN,458,MECÁNICA,Villa Luro,Comuna 10,1408,C1408HQJ
-58.5024203060301,-34.6443518600978,CORVALAN,604,MECÁNICA,Villa Luro,Comuna 10,1440,C1440DID
-58.501024608630296,-34.6455013451976,CORVALAN,762,MECÁNICA,Mataderos,Comuna 9,1440,C1440DIF
-58.497197968931104,-34.6485201393971,CORVALAN,1096,MECÁNICA,Mataderos,Comuna 9,1440,C1440DIL
-58.4951681001315,-34.650082443796805,CORVALAN,1248,MECÁNICA,Mataderos,Comuna 9,1440,C1440DIP
-58.4927098257319,-34.6519864475964,CORVALAN,1494,MECÁNICA,Mataderos,Comuna 9,1440,C1440DIT
-58.4907956203323,-34.6534863781962,CORVALAN,1680,MECÁNICA,Mataderos,Comuna 9,1440,C1440DIZ
-58.485963382433205,-34.6572548988955,CORVALAN,2090,MECÁNICA,Mataderos,Comuna 9,1440,C1440DJH
-58.48431632203361,-34.6586450998952,CORVALAN,2228,MECÁNICA,Mataderos,Comuna 9,1440,C1440DJL
-58.4812173063342,-34.6609501139948,CORVALAN,2506,MECÁNICA,Villa Lugano,Comuna 8,1439,C1439EWD
-58.479277024134504,-34.6624654550945,CORVALAN,2684,MECÁNICA,Villa Lugano,Comuna 8,1439,C1439EWF
-58.471801083635995,-34.6684168821934,CORVALAN,3315,MECÁNICA,Villa Lugano,Comuna 8,1439,C1439EWS
-58.4686839683366,-34.670837385992996,CORVALAN,3597,MECÁNICA,Villa Lugano,Comuna 8,1439,C1439EWW
-58.52356450942679,-34.6400534268997,COSQUIN,96,MECÁNICA,Liniers,Comuna 9,1408,C1408GIB
-58.523341385927,-34.6420521722994,COSQUIN,242,MECÁNICA,Liniers,Comuna 9,1408,C1408GIF
-58.5230680826272,-34.644479122799204,COSQUIN,496,MECÁNICA,Liniers,Comuna 9,1408,C1408GIJ
-58.5226415970275,-34.6481304761988,COSQUIN,874,MECÁNICA,Liniers,Comuna 9,1408,C1408GIT
-58.5079373161304,-34.659959742196605,COSQUIN,2106,MECÁNICA,Mataderos,Comuna 9,1440,C1440ELP
-58.5004588098318,-34.666202006195505,COSQUIN,2706,MECÁNICA,Mataderos,Comuna 9,1440,C1440EMB
-58.4855306749348,-34.6783769249933,COSQUIN,4047,MECÁNICA,Villa Lugano,Comuna 8,1439,C1439GQA
-58.4760113406366,-34.685745778492,COSQUIN,4772,MECÁNICA,Villa Riachuelo,Comuna 8,1439,C1439GRJ
-58.47344936153711,-34.6876859762916,COSQUIN,4996,MECÁNICA,Villa Riachuelo,Comuna 8,1439,C1439GRN
-58.471480239037504,-34.6891766437913,COSQUIN,5166,MECÁNICA,Villa Riachuelo,Comuna 8,1439,C1439GRR
-58.468704374438,-34.6912808641909,COSQUIN,5394,MECÁNICA,Villa Riachuelo,Comuna 8,1439,C1439GRV
-58.4230797374375,-34.590978207498196,COSTA RICA,4286,MECÁNICA,Palermo,Comuna 14,1414,C1414BSB
-58.43628825613499,-34.5814753744,COSTA RICA,5758,MECÁNICA,Palermo,Comuna 14,1414,C1414BTH
-58.4373832721348,-34.5806214578002,COSTA RICA,5870,MECÁNICA,Palermo,Comuna 14,1414,C1414BTJ
-58.4737950417276,-34.5500986324056,CRAMER,3754,CONTENEDOR 3200,Saavedra,Comuna 12,1429,C1429AJR
-58.4752678455272,-34.547193450006,CRAMER,4061,CONTENEDOR 3200,Saavedra,Comuna 12,1429,C1429AJW
-58.460800769030506,-34.5651933133033,CRAMER AV.,2049,MECÁNICA,Belgrano,Comuna 13,1428,C1428CTE
-58.4633282374299,-34.5622763770037,CRAMER AV.,2361,MECÁNICA,Belgrano,Comuna 13,1428,C1428CTK
-58.4656385970294,-34.5597813408041,CRAMER AV.,2648,MECÁNICA,Belgrano,Comuna 13,1428,C1428CTR
-58.46751227972901,-34.557404248404495,CRAMER AV.,2947,MECÁNICA,Nu\u00f1ez,Comuna 13,1429,C1429AJA
-58.470080914228404,-34.5545888871049,CRAMER AV.,3255,MECÁNICA,Nu\u00f1ez,Comuna 13,1429,C1429AJG
-58.428452861641,-34.6527778060923,CRESPO,2950,MECÁNICA,Nueva Pompeya,Comuna 4,,
-58.4245367045417,-34.655666010191695,CRESPO,3389,MECÁNICA,Nueva Pompeya,Comuna 4,,
-58.5022373687263,-34.5897758990034,"CUBAS, JOSE",3051,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419GMS
-58.5092309825257,-34.5941551390034,"CUBAS, JOSE",3585,MECÁNICA,Villa Devoto,Comuna 11,1419,C1419GNC
-58.510999168625496,-34.595306895303395,"CUBAS, JOSE",3722,MECÁNICA,Villa Devoto,Comuna 11,1419,C1419GNH
-58.5148623717251,-34.5975859853034,"CUBAS, JOSE",4081,MECÁNICA,Villa Devoto,Comuna 11,1419,C1419GOE
-58.517352670624895,-34.5991210532034,"CUBAS, JOSE",4287,MECÁNICA,Villa Devoto,Comuna 11,1419,C1419GOI
-58.519500070324604,-34.6004466234035,"CUBAS, JOSE",4445,MECÁNICA,Villa Devoto,Comuna 11,1419,C1419GOM
-58.52218259042439,-34.6021022684034,"CUBAS, JOSE",4667,MECÁNICA,Villa Devoto,Comuna 11,1419,C1419GOQ
-58.4550985300339,-34.603759782398896,CUCHA CUCHA,1692,MECÁNICA,Villa Crespo,Comuna 15,1416,C1416CJL
-58.5004703611269,-34.5949152925028,CUENCA,3821,MECÁNICA,Agronomia,Comuna 15,1419,C1419AAG
-58.503104034926395,-34.5921523540032,CUENCA,4234,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419ABH
-58.504512320626105,-34.5905965160035,CUENCA,4466,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419ABL
-58.5079917491253,-34.586765856304105,CUENCA,4926,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419ABV
-58.509526368825,-34.5850748891044,CUENCA,5146,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419ABZ
-58.51091167812471,-34.5833906646046,CUENCA,5383,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419ACC
-58.511584765224505,-34.5826493255047,CUENCA,5465,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419ACE
-58.4349612735406,-34.6604742533919,CULPINA,3371,MECÁNICA,Villa Soldati,Comuna 8,1437,C1437BMC
-58.4344794346407,-34.660939433091805,CULPINA,3407,MECÁNICA,Villa Soldati,Comuna 8,1437,C1437BME
-58.5281415354259,-34.6360761183004,CUZCO,314,MECÁNICA,Liniers,Comuna 9,1408,C1408BLH
-58.4309278487399,-34.6430221629934,DARACT AV.,2119,MECÁNICA,Nueva Pompeya,Comuna 4,1437,C1437CNB
-58.4306093152401,-34.644535213693196,DARACT AV.,2265,MECÁNICA,Nueva Pompeya,Comuna 4,1437,C1437CNC
-58.449831288134206,-34.597477919799196,DARWIN,170,MECÁNICA,Villa Crespo,Comuna 15,1414,C1414CUD
-58.441165433735,-34.5908641815994,DARWIN,1050,MECÁNICA,Villa Crespo,Comuna 15,1414,C1414CUV
-58.5294325684249,-34.6238928244017,DE LA ECONOMIA,6131,MECÁNICA,Villa Real,Comuna 10,1408,C1408BIC
-58.4896955851333,-34.6660542441948,"DE LA ROSA, JOSE I., DR.",6190,MECÁNICA,Villa Lugano,Comuna 8,1439,C1439BUJ
-58.4950989973259,-34.568722508605106,DE LA TECNICA,5450,MECÁNICA,Villa Urquiza,Comuna 12,1431,C1431AID
-58.521189834527206,-34.6404618609995,"DE LA TORRE, LISANDRO",121,MECÁNICA,Liniers,Comuna 9,1408,C1408GTC
-58.520768309027396,-34.6433457983991,"DE LA TORRE, LISANDRO",395,MECÁNICA,Liniers,Comuna 9,1408,C1408GTG
-58.5205395933276,-34.644884890299004,"DE LA TORRE, LISANDRO",533,MECÁNICA,Liniers,Comuna 9,1408,C1408GTK
-58.5153002964287,-34.650917768498005,"DE LA TORRE, LISANDRO",1157,MECÁNICA,Liniers,Comuna 9,1408,C1408GTW
-58.481552278635206,-34.6775755204931,"DE LA TORRE, LISANDRO",4072,MECÁNICA,Villa Lugano,Comuna 8,1439,C1439GEV
-58.4740561699367,-34.6834266073921,"DE LA TORRE, LISANDRO",4640,MECÁNICA,Villa Lugano,Comuna 8,1439,C1439GFH
-58.4729926857369,-34.6842962508919,"DE LA TORRE, LISANDRO",4740,MECÁNICA,Villa Lugano,Comuna 8,1439,C1439GFJ
-58.4704791392374,-34.686249717091606,"DE LA TORRE, LISANDRO",4954,MECÁNICA,Villa Riachuelo,Comuna 8,1439,C1439GFN
-58.467773217037895,-34.6883168524912,"DE LA TORRE, LISANDRO",5190,MECÁNICA,Villa Lugano,Comuna 8,1439,C1439GFR
-58.46592841433829,-34.6897568080909,"DE LA TORRE, LISANDRO",5350,MECÁNICA,Villa Lugano,Comuna 8,1439,C1439GFV
-58.4872360108282,-34.5865452405028,DE LOS CONSTITUYENTES AV.,3876,MECÁNICA,Agronomia,Comuna 15,1431,C1431EXQ
-58.4907049385275,-34.5830796602034,DE LOS CONSTITUYENTES AV.,4379,MECÁNICA,Villa Urquiza,Comuna 12,1431,C1431EXI
-58.4919943613272,-34.5819654825035,DE LOS CONSTITUYENTES AV.,4531,MECÁNICA,Villa Urquiza,Comuna 12,1431,C1431EXK
-58.4929312568271,-34.5811892656037,DE LOS CONSTITUYENTES AV.,4663,MECÁNICA,Villa Urquiza,Comuna 12,1431,C1431EXL
-58.5058641895246,-34.5717581265055,DE LOS CONSTITUYENTES AV.,6047,MECÁNICA,Villa Urquiza,Comuna 12,1431,C1431EZL
-58.5025899277314,-34.6647473011958,DE LOS CORRALES AV.,6810,MECÁNICA,Mataderos,Comuna 9,1440,C1440BBR
-58.505643181931106,-34.6669793172958,DE LOS CORRALES AV.,7187,MECÁNICA,Mataderos,Comuna 9,1440,C1440BBH
-58.476059993629505,-34.5825041079025,DE LOS INCAS AV.,4649,MECÁNICA,Parque Chas,Comuna 15,1427,C1427DNL
-58.4784456758293,-34.5843054053024,DE LOS INCAS AV.,4851,MECÁNICA,Parque Chas,Comuna 15,1427,C1427DOA
-58.482057429829,-34.587206966602395,DE LOS INCAS AV.,5246,MECÁNICA,Parque Chas,Comuna 15,1427,C1427DOR
-58.48381223052879,-34.5883508963024,DE LOS INCAS AV.,5435,MECÁNICA,Parque Chas,Comuna 15,1427,C1427DOG
-58.404534547542895,-34.6328670397927,DEAN FUNES,1890,MECÁNICA,Parque Patricios,Comuna 4,1244,C1244AAN
-58.4042955376431,-34.634708340992496,DEAN FUNES,2021,MECÁNICA,Parque Patricios,Comuna 4,1244,C1244AAQ
-58.370970877047206,-34.627307712091195,DEFENSA,1641,MECÁNICA,Barracas,Comuna 4,1143,C1143AAI
-58.478292878126496,-34.543028385606604,DEHEZA,2880,CONTENEDOR 3200,Saavedra,Comuna 12,1429,C1429EAX
-58.4281892095403,-34.6428330870932,DEL BAÑADO,2247,MECÁNICA,Nueva Pompeya,Comuna 4,1437,C1437CTC
-58.4278274410404,-34.643800001093105,DEL BAÑADO,2324,MECÁNICA,Nueva Pompeya,Comuna 4,1437,C1437CTF
-58.4676436554312,-34.590087038601105,DEL CAMPO AV.,1346,MECÁNICA,Paternal,Comuna 15,1427,C1427APN
-58.5125502619243,-34.580829942305,DEL FOMENTISTA AV.,3163,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419FOB
-58.4042609652394,-34.581072454998,DEL LIBERTADOR AV.,2250,MECÁNICA,Palermo,Comuna 14,1425,C1425AAV
-58.4051166537393,-34.5803864971981,DEL LIBERTADOR AV.,2330,MECÁNICA,Palermo,Comuna 14,1425,C1425AAW
-58.40834314323871,-34.5782106221985,DEL LIBERTADOR AV.,2764,MECÁNICA,Palermo,Comuna 14,1425,C1425ABN
-58.4104078142383,-34.5772900653987,DEL LIBERTADOR AV.,2920,MECÁNICA,Palermo,Comuna 14,1425,C1425ABP
-58.412304508438,-34.576430586299,DEL LIBERTADOR AV.,3128,MECÁNICA,Palermo,Comuna 14,1425,C1425ABR
-58.419762001136704,-34.5729793860998,DEL LIBERTADOR AV.,3622,MECÁNICA,Palermo,Comuna 14,1425,C1425ABW
-58.429985541834895,-34.567708553901,DEL LIBERTADOR AV.,4370,MECÁNICA,Palermo,Comuna 14,1426,C1426BWR
-58.4320688452346,-34.5665209948013,DEL LIBERTADOR AV.,4580,MECÁNICA,Palermo,Comuna 14,1426,C1426BWT
-58.434853219834004,-34.5648507280016,DEL LIBERTADOR AV.,4820,MECÁNICA,Palermo,Comuna 14,1426,C1426BWW
-58.4377966985335,-34.5632604766019,DEL LIBERTADOR AV.,5064,MECÁNICA,Palermo,Comuna 14,1426,C1426BWY
-58.4391857594333,-34.5630214926021,DEL LIBERTADOR AV.,5154,MECÁNICA,Palermo,Comuna 14,1426,C1426BWZ
-58.441145470933,-34.5626347983022,DEL LIBERTADOR AV.,5282,MECÁNICA,Palermo,Comuna 14,1426,C1426BXN
-58.44556083053221,-34.5589634910029,DEL LIBERTADOR AV.,5755,MECÁNICA,Belgrano,Comuna 13,1428,C1428ARA
-58.447460165531794,-34.5571490322032,DEL LIBERTADOR AV.,5954,MECÁNICA,Belgrano,Comuna 13,1428,C1428ARP
-58.4497672795313,-34.5544671447036,DEL LIBERTADOR AV.,6250,MECÁNICA,Belgrano,Comuna 13,1428,C1428ARS
-58.4520822559308,-34.5517764844041,DEL LIBERTADOR AV.,6550,MECÁNICA,Belgrano,Comuna 13,1428,C1428ARV
-58.4546509015302,-34.5491424626045,DEL LIBERTADOR AV.,6850,MECÁNICA,Nu\u00f1ez,Comuna 13,1429,C1429BMO
-58.45874341722939,-34.5457248050051,DEL LIBERTADOR AV.,7360,MECÁNICA,Nu\u00f1ez,Comuna 13,1429,C1429BMT
-58.464666858228206,-34.539616607506105,DEL LIBERTADOR AV.,8240,MECÁNICA,Nu\u00f1ez,Comuna 13,1429,C1429BNP
-58.4661307304278,-34.537240367006504,DEL LIBERTADOR AV.,8560,MECÁNICA,Nu\u00f1ez,Comuna 13,1429,C1429BNS
-58.4177334141419,-34.6453191028923,DEL TIGRE,4050,MECÁNICA,Nueva Pompeya,Comuna 4,1437,C1437IRF
-58.4757651246356,-34.6714504571934,"DELLEPIANE, LUIS, TTE. GRAL.",5396,MECÁNICA,Villa Lugano,Comuna 8,,
-58.5123659957267,-34.6152715866015,DESAGUADERO,2796,MECÁNICA,Villa Devoto,Comuna 11,1417,C1417BSL
-58.4178585243394,-34.6084548860961,DIAZ VELEZ AV.,3623,MECÁNICA,Almagro,Comuna 5,1200,C1200AAD
-58.422442648038796,-34.6086695392964,DIAZ VELEZ AV.,3974,MECÁNICA,Almagro,Comuna 5,1200,C1200AAT
-58.425425127138396,-34.6087291032965,DIAZ VELEZ AV.,4144,MECÁNICA,Almagro,Comuna 5,1200,C1200AAV
-58.428108606638006,-34.6087962115967,DIAZ VELEZ AV.,4320,MECÁNICA,Almagro,Comuna 5,1200,C1200AAX
-58.4323291051374,-34.608825750397,DIAZ VELEZ AV.,4654,MECÁNICA,Caballito,Comuna 6,1405,C1405DCO
-58.43761389873671,-34.6087129508973,DIAZ VELEZ AV.,5019,MECÁNICA,Caballito,Comuna 6,1405,C1405DCF
-58.44326081173579,-34.6081865871977,DIAZ VELEZ AV.,5484,MECÁNICA,Caballito,Comuna 6,1405,C1405DCW
-58.4254440019402,-34.6349211892939,"DIAZ, AVELINO",333,MECÁNICA,Parque Chacabuco,Comuna 7,1424,C1424CUA
-58.4282283176398,-34.635380340294,"DIAZ, AVELINO",551,MECÁNICA,Parque Chacabuco,Comuna 7,1424,C1424CUE
-58.4300498161396,-34.6356831132941,"DIAZ, AVELINO",715,MECÁNICA,Parque Chacabuco,Comuna 7,1424,C1424CUI
-58.434024654439,-34.6362865154943,"DIAZ, AVELINO",1027,MECÁNICA,Parque Chacabuco,Comuna 7,1424,C1424CUO
-58.4387558262385,-34.6371605602945,"DIAZ, AVELINO",1336,MECÁNICA,Parque Chacabuco,Comuna 7,1406,C1406IBB
-58.442119168538,-34.6379950830946,"DIAZ, AVELINO",1592,MECÁNICA,Parque Chacabuco,Comuna 7,1406,C1406IBF
-58.4440530619378,-34.6383897180947,"DIAZ, AVELINO",1736,MECÁNICA,Parque Chacabuco,Comuna 7,1406,C1406IBJ
-58.4458202251376,-34.639377685194695,"DIAZ, AVELINO",1946,MECÁNICA,Parque Chacabuco,Comuna 7,1406,C1406IBN
-58.447614330737494,-34.6409860474947,"DIAZ, AVELINO",2144,MECÁNICA,Flores,Comuna 7,1406,C1406IBR
-58.4499671704373,-34.6430506770946,"DIAZ, AVELINO",2348,MECÁNICA,Flores,Comuna 7,1406,C1406IBV
-58.4519458036371,-34.6447462218946,"DIAZ, AVELINO",2552,MECÁNICA,Flores,Comuna 7,1406,C1406IBZ
-58.46573481603271,-34.607862405399196,"DIAZ, CESAR, GRAL.",1836,MECÁNICA,Villa Gral. Mitre,Comuna 11,1416,C1416DVJ
-58.4687690928324,-34.6090856201993,"DIAZ, CESAR, GRAL.",2080,MECÁNICA,Villa Gral. Mitre,Comuna 11,1416,C1416DVN
-58.470954621332105,-34.6102252741993,"DIAZ, CESAR, GRAL.",2246,MECÁNICA,Villa Gral. Mitre,Comuna 11,1416,C1416DVR
-58.474355246231795,-34.6120185085993,"DIAZ, CESAR, GRAL.",2524,MECÁNICA,Villa Gral. Mitre,Comuna 11,1416,C1416DVX
-58.4766495275315,-34.6132321572994,"DIAZ, CESAR, GRAL.",2710,MECÁNICA,Villa Santa Rita,Comuna 11,1416,C1416DWB
-58.4808773126311,-34.6154596903994,"DIAZ, CESAR, GRAL.",3040,MECÁNICA,Villa Santa Rita,Comuna 11,1416,C1416DWH
-58.4832354520309,-34.6167032212994,"DIAZ, CESAR, GRAL.",3232,MECÁNICA,Villa Santa Rita,Comuna 11,1416,C1416DWL
-58.4863266119305,-34.6184967235994,"DIAZ, CESAR, GRAL.",3554,MECÁNICA,Villa Santa Rita,Comuna 11,1407,C1407ETF
-58.491668012430104,-34.6230221578993,"DIAZ, CESAR, GRAL.",4170,MECÁNICA,Floresta,Comuna 10,1407,C1407ETR
-58.49587733122971,-34.6260970226993,"DIAZ, CESAR, GRAL.",4612,MECÁNICA,Velez Sarsfield,Comuna 10,1407,C1407EUB
-58.499022612529494,-34.6287187063992,"DIAZ, CESAR, GRAL.",5057,MECÁNICA,Velez Sarsfield,Comuna 10,1407,C1407EUI
-58.4999921716294,-34.6295658844992,"DIAZ, CESAR, GRAL.",5125,MECÁNICA,Velez Sarsfield,Comuna 10,1407,C1407EUK
-58.502917925529204,-34.632143816599104,"DIAZ, CESAR, GRAL.",5391,MECÁNICA,Villa Luro,Comuna 10,1407,C1407EUO
-58.5037695405291,-34.632919751199104,"DIAZ, CESAR, GRAL.",5477,MECÁNICA,Villa Luro,Comuna 10,1407,C1407EUQ
-58.4137300782389,-34.593195316297304,"DIAZ, CNEL. AV.",1492,MECÁNICA,Palermo,Comuna 14,1425,C1425DQN
-58.412608406939,-34.591872169997394,"DIAZ, CNEL. AV.",1668,MECÁNICA,Palermo,Comuna 14,1425,C1425DQP
-58.4108353778391,-34.5898155409975,"DIAZ, CNEL. AV.",1836,MECÁNICA,Palermo,Comuna 14,1425,C1425DQR
-58.4084544506392,-34.5865775053977,"DIAZ, CNEL. AV.",2170,MECÁNICA,Palermo,Comuna 14,1425,C1425DQU
-58.407450568139296,-34.585306178997804,"DIAZ, CNEL. AV.",2334,MECÁNICA,Recoleta,Comuna 14,1425,C1425DQW
-58.4058490137393,-34.5826543427979,"DIAZ, CNEL. AV.",2572,MECÁNICA,Palermo,Comuna 14,1425,C1425DQY
-58.462926190332404,-34.5982642483,"DICKMAN, ADOLFO, DR.",1095,MECÁNICA,Paternal,Comuna 15,1416,C1416EHC
-58.4634917482325,-34.6000616268999,"DICKMAN, ADOLFO, DR.",1247,MECÁNICA,Paternal,Comuna 15,1416,C1416EHG
