"Longitud","Latitud","Calle","Altura","Materiales","Barrio","Comuna","Calle2","Direccion","Tipo"
"-58.4867336195332","-34.6582353755954","LAFERRERE, GREGORIO DE",5416,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440BIL","campanas_verdes"
"-58.4412227315397","-34.6608732029922","LAFUENTE",2949,"MECÁNICA","Villa Soldati","Comuna 8","1437.0","C1437BUG","campanas_verdes"
"-58.4394540671401","-34.662284344992","LAFUENTE",3109,"MECÁNICA","Villa Soldati","Comuna 8","1437.0","C1437BVA","campanas_verdes"
"-58.4383171295403","-34.6631870876918","LAFUENTE",3255,"MECÁNICA","Villa Soldati","Comuna 8","1437.0","C1437BVB","campanas_verdes"
"-58.4789794321331","-34.6402264080968","LAGUNA",568,"MECÁNICA","Parque Avellaneda","Comuna 9","1407.0","C1407JVF","campanas_verdes"
"-58.4765048392335","-34.6421842140964","LAGUNA",852,"MECÁNICA","Parque Avellaneda","Comuna 9","1407.0","C1407JVL","campanas_verdes"
"-58.4730187634342","-34.6449355374959","LAGUNA",1160,"MECÁNICA","Parque Avellaneda","Comuna 9","1407.0","C1407JVR","campanas_verdes"
"-58.4515996925384","-34.6617914709928","LAGUNA",2928,"MECÁNICA","Villa Soldati","Comuna 8","1437.0","C1437CIB","campanas_verdes"
"-58.4904738481298","-34.6160650595","LAMARCA, EMILIO",1724,"MECÁNICA","Villa Santa Rita","Comuna 11","1407.0","C1407DGJ","campanas_verdes"
"-58.4948310199289","-34.6114619880007","LAMARCA, EMILIO",2244,"MECÁNICA","Villa Del Parque","Comuna 11","1417.0","C1417ALD","campanas_verdes"
"-58.4956578737287","-34.6104322935009","LAMARCA, EMILIO",2358,"MECÁNICA","Villa Del Parque","Comuna 11","1417.0","C1417ALF","campanas_verdes"
"-58.4724925415315","-34.6037562506","LAMAS, ANDRES",2384,"MECÁNICA","Paternal","Comuna 15","1416.0","C1416BIZ","campanas_verdes"
"-58.379216097947","-34.6406886653903","LANIN",141,"MECÁNICA","Barracas","Comuna 4","1274.0","C1274AEC","campanas_verdes"
"-58.42978868704","-34.6416660872935","LANZA",2124,"MECÁNICA","Nueva Pompeya","Comuna 4","1437.0","C1437CPD","campanas_verdes"
"-58.4289617656403","-34.6448601278931","LANZA",2394,"MECÁNICA","Nueva Pompeya","Comuna 4","1437.0","C1437CPH","campanas_verdes"
"-58.4076486933399","-34.5943391911969","LAPRIDA",1242,"MECÁNICA","Recoleta","Comuna 2","1425.0","C1425EKF","campanas_verdes"
"-58.4650619870286","-34.5473161647054","LARRALDE, CRISOLOGO AV.",2083,"MECÁNICA","Nuñez","Comuna 13","1429.0","C1429BTA","campanas_verdes"
"-58.4935909377256","-34.5621500603057","LARRALDE, CRISOLOGO AV.",5148,"MECÁNICA","Villa Urquiza","Comuna 12","1431.0","C1431APJ","campanas_verdes"
"-58.5030512461246","-34.5665990208058","LARRALDE, CRISOLOGO AV.",5959,"MECÁNICA","Saavedra","Comuna 12","1431.0","C1431APY","campanas_verdes"
"-58.5067940554242","-34.5685032670059","LARRALDE, CRISOLOGO AV.",6251,"MECÁNICA","Saavedra","Comuna 12","1431.0","C1431AQE","campanas_verdes"
"-58.4973740336315","-34.6547456344965","LARRAYA",1710,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440CWF","campanas_verdes"
"-58.4951562603319","-34.6565915366961","LARRAYA",1949,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440CWI","campanas_verdes"
"-58.4899188496329","-34.6606289614954","LARRAYA",2391,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440CWQ","campanas_verdes"
"-58.4879537997333","-34.6622115787951","LARRAYA",2555,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440CWU","campanas_verdes"
"-58.4856056144338","-34.6640414509948","LARRAYA",2787,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439EJC","campanas_verdes"
"-58.4837358846341","-34.6655007477945","LARRAYA",2945,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439EJG","campanas_verdes"
"-58.4809329017347","-34.6676786365941","LARRAYA",3137,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439EJK","campanas_verdes"
"-58.4796422811349","-34.6686819489939","LARRAYA",3271,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439EJM","campanas_verdes"
"-58.4705546550367","-34.6757092890926","LARRAYA",4096,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439EKF","campanas_verdes"
"-58.4691822792369","-34.6769228271924","LARRAYA",4211,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439EKI","campanas_verdes"
"-58.5146829662281","-34.6415098943989","LARRAZABAL",198,"MECÁNICA","Liniers","Comuna 9","1408.0","C1408HEN","campanas_verdes"
"-58.5136244707283","-34.6422584516988","LARRAZABAL",290,"MECÁNICA","Liniers","Comuna 9","1408.0","C1408HEO","campanas_verdes"
"-58.4998419594311","-34.6534145743968","LARRAZABAL",1518,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440CUU","campanas_verdes"
"-58.4875212768335","-34.6644034833948","LARRAZABAL",2712,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439ECO","campanas_verdes"
"-58.4846215147341","-34.6666692591945","LARRAZABAL",2948,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439ECQ","campanas_verdes"
"-58.4825297599345","-34.6683130021941","LARRAZABAL",3100,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439ECR","campanas_verdes"
"-58.4806945122348","-34.6697540625939","LARRAZABAL",3296,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439ECT","campanas_verdes"
"-58.4802397192349","-34.6701018462938","LARRAZABAL",3316,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439ECU","campanas_verdes"
"-58.5063562767298","-34.6480180881977","LARRAZABAL AV.",911,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440CUB","campanas_verdes"
"-58.5030756964304","-34.6505205905973","LARRAZABAL AV.",1218,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440CUR","campanas_verdes"
"-58.5070980435249","-34.5781159953049","LARSEN",2759,"MECÁNICA","Villa Pueyrredon","Comuna 12","1419.0","C1419FPI","campanas_verdes"
"-58.5080502669248","-34.5787078724049","LARSEN",2843,"MECÁNICA","Villa Pueyrredon","Comuna 12","1419.0","C1419FPK","campanas_verdes"
"-58.5107253147245","-34.5803667824049","LARSEN",3059,"MECÁNICA","Villa Pueyrredon","Comuna 12","1419.0","C1419FPO","campanas_verdes"
"-58.3931781955416","-34.5908365680963","LAS HERAS GENERAL AV.",1924,"MECÁNICA","Recoleta","Comuna 2","1127.0","C1127AAO","campanas_verdes"
"-58.3953474256412","-34.5890804668966","LAS HERAS GENERAL AV.",2148,"MECÁNICA","Recoleta","Comuna 2","1127.0","C1127AAQ","campanas_verdes"
"-58.3993237623404","-34.5856954058972","LAS HERAS GENERAL AV.",2506,"MECÁNICA","Recoleta","Comuna 2","1425.0","C1425ASP","campanas_verdes"
"-58.4029312999398","-34.5835532281977","LAS HERAS GENERAL AV.",2940,"MECÁNICA","Recoleta","Comuna 2","1425.0","C1425AST","campanas_verdes"
"-58.4077591557391","-34.582860265198","LAS HERAS GENERAL AV.",3351,"MECÁNICA","Palermo","Comuna 14","1425.0","C1425ASK","campanas_verdes"
"-58.4110076581385","-34.5821120389983","LAS HERAS GENERAL AV.",3680,"MECÁNICA","Palermo","Comuna 14","1425.0","C1425ATN","campanas_verdes"
"-58.4134918035382","-34.5819137823985","LAS HERAS GENERAL AV.",3850,"MECÁNICA","Palermo","Comuna 14","1425.0","C1425ATP","campanas_verdes"
"-58.4160497230378","-34.5815157904987","LAS HERAS GENERAL AV.",4063,"MECÁNICA","Palermo","Comuna 14","1425.0","C1425ATE","campanas_verdes"
"-58.4778561554307","-34.6032311365004","LASCANO",2332,"MECÁNICA","Villa Del Parque","Comuna 11","1417.0","C1417GYB","campanas_verdes"
"-58.4807036029304","-34.6047906218005","LASCANO",2568,"MECÁNICA","Villa Del Parque","Comuna 11","1417.0","C1417GYF","campanas_verdes"
"-58.48378606603","-34.6062200520005","LASCANO",2796,"MECÁNICA","Villa Del Parque","Comuna 11","1417.0","C1417GYJ","campanas_verdes"
"-58.4859687361298","-34.6074030503005","LASCANO",2966,"MECÁNICA","Villa Del Parque","Comuna 11","1417.0","C1417GYN","campanas_verdes"
"-58.4880704740296","-34.6085568449006","LASCANO",3138,"MECÁNICA","Villa Del Parque","Comuna 11","1417.0","C1417GYR","campanas_verdes"
"-58.4905592093294","-34.6099461997006","LASCANO",3350,"MECÁNICA","Villa Del Parque","Comuna 11","1417.0","C1417GYV","campanas_verdes"
"-58.4928618515291","-34.6112195845006","LASCANO",3540,"MECÁNICA","Villa Del Parque","Comuna 11","1417.0","C1417GYZ","campanas_verdes"
"-58.4959801087288","-34.6129837847006","LASCANO",3826,"MECÁNICA","Villa Del Parque","Comuna 11","1417.0","C1417GZF","campanas_verdes"
"-58.4973083694287","-34.6137516965006","LASCANO",3968,"MECÁNICA","Monte Castro","Comuna 10","1417.0","C1417GZH","campanas_verdes"
"-58.5000816980284","-34.6153540038007","LASCANO",4212,"MECÁNICA","Monte Castro","Comuna 10","1417.0","C1417GZN","campanas_verdes"
"-58.5027823057281","-34.6168746366007","LASCANO",4466,"MECÁNICA","Monte Castro","Comuna 10","1417.0","C1417GZR","campanas_verdes"
"-58.5052822704279","-34.6181643822007","LASCANO",4664,"MECÁNICA","Monte Castro","Comuna 10","1417.0","C1417GZV","campanas_verdes"
"-58.5075793478276","-34.6193653460007","LASCANO",4886,"MECÁNICA","Monte Castro","Comuna 10","1417.0","C1417GZZ","campanas_verdes"
"-58.5107087182273","-34.6216978412007","LASCANO",5136,"MECÁNICA","Monte Castro","Comuna 10","1417.0","C1417HAF","campanas_verdes"
"-58.5116271776273","-34.6225056974007","LASCANO",5208,"MECÁNICA","Monte Castro","Comuna 10","1417.0","C1417HAH","campanas_verdes"
"-58.5138582580271","-34.6245352164006","LASCANO",5416,"MECÁNICA","Monte Castro","Comuna 10","1408.0","C1408AUD","campanas_verdes"
"-58.515008130027","-34.6255949072006","LASCANO",5548,"MECÁNICA","Monte Castro","Comuna 10","1408.0","C1408AUF","campanas_verdes"
"-58.5167720335269","-34.6271482417005","LASCANO",5736,"MECÁNICA","Monte Castro","Comuna 10","1408.0","C1408AUJ","campanas_verdes"
"-58.5184993861267","-34.6287746314005","LASCANO",5996,"MECÁNICA","Versalles","Comuna 10","1408.0","C1408AXD","campanas_verdes"
"-58.5205513991265","-34.6292025217006","LASCANO",6140,"MECÁNICA","Versalles","Comuna 10","1408.0","C1408AXH","campanas_verdes"
"-58.5232317318261","-34.6297674679007","LASCANO",6368,"MECÁNICA","Versalles","Comuna 10","1408.0","C1408AXL","campanas_verdes"
"-58.5260271117258","-34.6303493337008","LASCANO",6646,"MECÁNICA","Versalles","Comuna 10","1408.0","C1408IJB","campanas_verdes"
"-58.5290639621254","-34.6309876851009","LASCANO",6930,"MECÁNICA","Versalles","Comuna 10","1408.0","C1408IJH","campanas_verdes"
"-58.5213417228249","-34.6074879977028","LASTRA AV.",3879,"MECÁNICA","Villa Devoto","Comuna 11","1419.0","C1419BYD","campanas_verdes"
"-58.4855323473305","-34.6157355368997","LAUSANA",3314,"MECÁNICA","Villa Santa Rita","Comuna 11","1407.0","C1407GQB","campanas_verdes"
"-58.3950895958422","-34.6032091081951","LAVALLE",1981,"MECÁNICA","Balvanera","Comuna 3","1051.0","C1051ABC","campanas_verdes"
"-58.4003354301415","-34.6033634743955","LAVALLE",2361,"MECÁNICA","Balvanera","Comuna 3","1052.0","C1052AAA","campanas_verdes"
"-58.4026385643412","-34.6033798164956","LAVALLE",2535,"MECÁNICA","Balvanera","Comuna 3","1052.0","C1052AAE","campanas_verdes"
"-58.4053635891408","-34.6032730591958","LAVALLE",2713,"MECÁNICA","Balvanera","Comuna 3","1190.0","C1190AAA","campanas_verdes"
"-58.4077922247404","-34.602955970796","LAVALLE",2935,"MECÁNICA","Balvanera","Comuna 3","1190.0","C1190AAE","campanas_verdes"
"-58.4111026549399","-34.6020583164963","LAVALLE",3193,"MECÁNICA","Balvanera","Comuna 3","1190.0","C1190AAI","campanas_verdes"
"-58.4134060881395","-34.6012850133965","LAVALLE",3351,"MECÁNICA","Almagro","Comuna 5","1190.0","C1190AAM","campanas_verdes"
"-58.4158483376391","-34.6004933175968","LAVALLE",3585,"MECÁNICA","Almagro","Comuna 5","1190.0","C1190AAQ","campanas_verdes"
"-58.4014379973438","-34.6392312667919","LAVARDEN",229,"MECÁNICA","Parque Patricios","Comuna 4","1437.0","C1437FBE","campanas_verdes"
"-58.5196294323273","-34.6395787078995","LEGUIZAMON, MARTINIANO",34,"MECÁNICA","Liniers","Comuna 9","1408.0","C1408GWB","campanas_verdes"
"-58.5191944477276","-34.6429073855991","LEGUIZAMON, MARTINIANO",338,"MECÁNICA","Liniers","Comuna 9","1408.0","C1408GWH","campanas_verdes"
"-58.5157615432284","-34.6471194712984","LEGUIZAMON, MARTINIANO",846,"MECÁNICA","Liniers","Comuna 9","1408.0","C1408GWR","campanas_verdes"
"-58.4875141835338","-34.6692617676944","LEGUIZAMON, MARTINIANO",3242,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439FRH","campanas_verdes"
"-58.4852278889343","-34.670983633394","LEGUIZAMON, MARTINIANO",3406,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439FRL","campanas_verdes"
"-58.4837016176346","-34.6721178600938","LEGUIZAMON, MARTINIANO",3560,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439FRN","campanas_verdes"
"-58.4810069849351","-34.6741117789935","LEGUIZAMON, MARTINIANO",3810,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439FRT","campanas_verdes"
"-58.4788825489355","-34.6756786996932","LEGUIZAMON, MARTINIANO",3992,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439FRV","campanas_verdes"
"-58.4735391280365","-34.6799933545924","LEGUIZAMON, MARTINIANO",4475,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439FSG","campanas_verdes"
"-58.4716090225369","-34.6814818714921","LEGUIZAMON, MARTINIANO",4649,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439FSK","campanas_verdes"
"-58.4481663507339","-34.5900071566999","LEIVA",4059,"MECÁNICA","Chacarita","Comuna 15","1427.0","C1427EMC","campanas_verdes"
"-58.4519406243337","-34.5941802285997","LEIVA",4450,"MECÁNICA","Chacarita","Comuna 15","1427.0","C1427EML","campanas_verdes"
"-58.4538083272335","-34.5958000903997","LEIVA",4647,"MECÁNICA","Chacarita","Comuna 15","1427.0","C1427ENA","campanas_verdes"
"-58.4490866208337","-34.5886388330001","LEMOS, JUAN GREGORIO, GRAL.",236,"MECÁNICA","Chacarita","Comuna 15","1427.0","C1427BQF","campanas_verdes"
"-58.4291613050371","-34.597165344698","LERMA",131,"MECÁNICA","Villa Crespo","Comuna 15","1414.0","C1414AZC","campanas_verdes"
"-58.4309935392367","-34.5952037022983","LERMA",373,"MECÁNICA","Villa Crespo","Comuna 15","1414.0","C1414AZG","campanas_verdes"
"-58.4146631503402","-34.6134030674954","LINIERS VIRREY",224,"MECÁNICA","Almagro","Comuna 5","1174.0","C1174ACF","campanas_verdes"
"-58.4140808736406","-34.6177493607949","LINIERS VIRREY",572,"MECÁNICA","Almagro","Comuna 5","1220.0","C1220AAB","campanas_verdes"
"-58.4135371156411","-34.6249137687941","LINIERS VIRREY",1186,"MECÁNICA","Boedo","Comuna 5","1220.0","C1220AAN","campanas_verdes"
"-58.4132412238414","-34.6282443435938","LINIERS VIRREY",1450,"MECÁNICA","Boedo","Comuna 5","1241.0","C1241ABF","campanas_verdes"
"-58.4129234021417","-34.6316035402934","LINIERS VIRREY",1774,"MECÁNICA","Boedo","Comuna 5","1241.0","C1241ABL","campanas_verdes"
"-58.4127022400419","-34.6341973684931","LINIERS VIRREY",2000,"MECÁNICA","Boedo","Comuna 5","1241.0","C1241ABP","campanas_verdes"
"-58.4116373140423","-34.6378674937927","LINIERS VIRREY",2384,"MECÁNICA","Boedo","Comuna 5","1241.0","C1241ABX","campanas_verdes"
"-58.4738350783313","-34.6041557392001","LINNEO",2137,"MECÁNICA","Paternal","Comuna 15","1416.0","C1416FFG","campanas_verdes"
"-58.5282327422246","-34.6181723817022","LISTA, RAMON, CORONEL",5710,"MECÁNICA","Villa Real","Comuna 10","1408.0","C1408BKJ","campanas_verdes"
"-58.4823207346286","-34.5828517911028","LIVERPOOL",2904,"MECÁNICA","Parque Chas","Comuna 15","1431.0","C1431CZD","campanas_verdes"
"-58.4856362160305","-34.6168045106996","LLAVALLOL",1575,"MECÁNICA","Villa Santa Rita","Comuna 11","1407.0","C1407DWA","campanas_verdes"
"-58.4869199062302","-34.6153631911998","LLAVALLOL",1730,"MECÁNICA","Villa Santa Rita","Comuna 11","1407.0","C1407DWF","campanas_verdes"
"-58.506466820226","-34.5929094113034","LLAVALLOL",4371,"MECÁNICA","Villa Devoto","Comuna 11","1419.0","C1419AKG","campanas_verdes"
"-58.5079847439256","-34.5913160571036","LLAVALLOL",4592,"MECÁNICA","Villa Devoto","Comuna 11","1419.0","C1419AKL","campanas_verdes"
"-58.4744842156299","-34.5850492081021","LLERENA",2579,"MECÁNICA","Parque Chas","Comuna 15","1427.0","C1427DEC","campanas_verdes"
"-58.4764108839297","-34.5865949050021","LLERENA",2725,"MECÁNICA","Parque Chas","Comuna 15","1427.0","C1427DEG","campanas_verdes"
"-58.4793963770295","-34.588899373702","LLERENA",3063,"MECÁNICA","Parque Chas","Comuna 15","1427.0","C1427DEM","campanas_verdes"
"-58.4810056929293","-34.590139705702","LLERENA",3193,"MECÁNICA","Parque Chas","Comuna 15","1427.0","C1427DEO","campanas_verdes"
"-58.5003277664296","-34.6333417818988","LOPE DE VEGA",452,"MECÁNICA","Villa Luro","Comuna 10","1407.0","C1407BNQ","campanas_verdes"
"-58.5172808751263","-34.6198878028013","LOPE DE VEGA AV.",2245,"MECÁNICA","Villa Devoto","Comuna 11","1417.0","C1417COF","campanas_verdes"
"-58.5203807646257","-34.6175162350018","LOPE DE VEGA AV.",2623,"MECÁNICA","Villa Devoto","Comuna 11","1417.0","C1417COK","campanas_verdes"
"-58.5245360796249","-34.6143071233023","LOPE DE VEGA AV.",3037,"MECÁNICA","Villa Devoto","Comuna 11","1417.0","C1417CPC","campanas_verdes"
"-58.4947059493267","-34.5803358765039","LOPEZ, CARLOS ANTONIO",2150,"MECÁNICA","Villa Pueyrredon","Comuna 12","1419.0","C1419ETB","campanas_verdes"
"-58.5105826473252","-34.5900781807039","LOPEZ, CARLOS ANTONIO",3459,"MECÁNICA","Villa Devoto","Comuna 11","1419.0","C1419EUA","campanas_verdes"
"-58.5202121459242","-34.5959784385039","LOPEZ, CARLOS ANTONIO",4293,"MECÁNICA","Villa Devoto","Comuna 11","1419.0","C1419EUQ","campanas_verdes"
"-58.3935618760415","-34.5889083639965","LOPEZ, VICENTE",2049,"MECÁNICA","Recoleta","Comuna 2",,,"campanas_verdes"
"-58.3964548604409","-34.5868198508969","LOPEZ, VICENTE",2306,"MECÁNICA","Recoleta","Comuna 2","1128.0","C1128ACJ","campanas_verdes"
"-58.3884599732455","-34.6373956883912","LOS PATOS",1869,"MECÁNICA","Barracas","Comuna 4","1283.0","C1283ABC","campanas_verdes"
"-58.3948947017447","-34.6388561149915","LOS PATOS",2402,"MECÁNICA","Parque Patricios","Comuna 4","1283.0","C1283ACB","campanas_verdes"
"-58.4089685203429","-34.6417019842921","LOS PATOS",3296,"MECÁNICA","Parque Patricios","Comuna 4","1437.0","C1437JAN","campanas_verdes"
"-58.4332813252366","-34.5984346860981","LOYOLA",222,"MECÁNICA","Villa Crespo","Comuna 15","1414.0","C1414AUF","campanas_verdes"
"-58.4352626093362","-34.5963144536984","LOYOLA",492,"MECÁNICA","Villa Crespo","Comuna 15","1414.0","C1414AUJ","campanas_verdes"
"-58.4365586957359","-34.5949317173987","LOYOLA",634,"MECÁNICA","Villa Crespo","Comuna 15","1414.0","C1414AUN","campanas_verdes"
"-58.4428006874346","-34.5886960620997","LOYOLA",1490,"MECÁNICA","Chacarita","Comuna 15","1414.0","C1414AVF","campanas_verdes"
"-58.4445638354343","-34.5873626320999","LOYOLA",1620,"MECÁNICA","Chacarita","Comuna 15","1414.0","C1414AVJ","campanas_verdes"
"-58.4896528806287","-34.5979738554018","LOZANO, PEDRO",2737,"MECÁNICA","Villa Del Parque","Comuna 11","1417.0","C1417EDC","campanas_verdes"
"-58.4933255056283","-34.6001603151018","LOZANO, PEDRO",3047,"MECÁNICA","Villa Del Parque","Comuna 11","1417.0","C1417EDI","campanas_verdes"
"-58.4977370517279","-34.6028793995018","LOZANO, PEDRO",3418,"MECÁNICA","Villa Del Parque","Comuna 11","1417.0","C1417EEF","campanas_verdes"
"-58.5007708647276","-34.6046923960018","LOZANO, PEDRO",3720,"MECÁNICA","Villa Del Parque","Comuna 11","1417.0","C1417EEL","campanas_verdes"
"-58.5021589837274","-34.6055405715018","LOZANO, PEDRO",3834,"MECÁNICA","Villa Del Parque","Comuna 11","1417.0","C1417EEN","campanas_verdes"
"-58.5056818977271","-34.6076749201018","LOZANO, PEDRO",4184,"MECÁNICA","Villa Devoto","Comuna 11","1417.0","C1417EET","campanas_verdes"
"-58.5077714321269","-34.6089214619018","LOZANO, PEDRO",4360,"MECÁNICA","Villa Devoto","Comuna 11","1417.0","C1417EEX","campanas_verdes"
"-58.5103716506266","-34.6105352758018","LOZANO, PEDRO",4544,"MECÁNICA","Villa Devoto","Comuna 11","1417.0","C1417EFB","campanas_verdes"
"-58.5137554712263","-34.6126480681018","LOZANO, PEDRO",4810,"MECÁNICA","Villa Devoto","Comuna 11","1417.0","C1417EFH","campanas_verdes"
"-58.517257472026","-34.6150403066018","LOZANO, PEDRO",5067,"MECÁNICA","Villa Devoto","Comuna 11","1417.0","C1417EFK","campanas_verdes"
"-58.5194101867258","-34.6170777812017","LOZANO, PEDRO",5239,"MECÁNICA","Villa Devoto","Comuna 11","1417.0","C1417EFO","campanas_verdes"
"-58.5217385888256","-34.6192782287017","LOZANO, PEDRO",5457,"MECÁNICA","Villa Real","Comuna 10","1408.0","C1408BEC","campanas_verdes"
"-58.5234676797255","-34.6209386697016","LOZANO, PEDRO",5663,"MECÁNICA","Villa Real","Comuna 10","1408.0","C1408BEG","campanas_verdes"
"-58.4035780654428","-34.6284377899931","LUCA, ESTEBAN DE",1556,"MECÁNICA","San Cristobal","Comuna 3","1246.0","C1246ABF","campanas_verdes"
"-58.4021690939435","-34.6360475951922","LUCA, ESTEBAN DE",2276,"MECÁNICA","Parque Patricios","Comuna 4","1246.0","C1246ABT","campanas_verdes"
"-58.4737220944297","-34.5807043112025","LUGONES",1412,"MECÁNICA","Villa Ortuzar","Comuna 15","1431.0","C1431FYB","campanas_verdes"
"-58.4737255509296","-34.5789898801027","LUGONES",1570,"MECÁNICA","Villa Ortuzar","Comuna 15","1431.0","C1431FYD","campanas_verdes"
"-58.4886401768263","-34.5606353780055","LUGONES",3550,"CONTENEDOR 3200","Saavedra","Comuna 12","1430.0","C1430ECT","campanas_verdes"
"-58.4908236750257","-34.557492223106","LUGONES",3894,"CONTENEDOR 3200","Saavedra","Comuna 12","1430.0","C1430ECZ","campanas_verdes"
"-58.4922194763254","-34.5554778443063","LUGONES",4132,"CONTENEDOR 3200","Saavedra","Comuna 12","1430.0","C1430EDF","campanas_verdes"
"-58.493911453525","-34.5530480549066","LUGONES",4470,"CONTENEDOR 3200","Saavedra","Comuna 12","1430.0","C1430EDL","campanas_verdes"
"-58.4956607568246","-34.550560455307","LUGONES",4784,"CONTENEDOR 3200","Saavedra","Comuna 12","1430.0","C1430EDR","campanas_verdes"
"-58.4190400632422","-34.6512046287918","LUPPI, ABRAHAM J.",1082,"MECÁNICA","Nueva Pompeya","Comuna 4","1437.0","C1437FRD","campanas_verdes"
"-58.3881254316458","-34.6412419508909","LUZURIAGA",654,"MECÁNICA","Barracas","Comuna 4","1280.0","C1280ACN","campanas_verdes"
"-58.3882290710459","-34.6435449752906","LUZURIAGA",848,"MECÁNICA","Barracas","Comuna 4","1280.0","C1280ACR","campanas_verdes"
"-58.4143945524429","-34.6529921828913","LYNCH",3834,"MECÁNICA","Nueva Pompeya","Comuna 4","1437.0","C1437HOJ","campanas_verdes"
"-58.488710310626","-34.5569344210059","MACHAIN",3830,"CONTENEDOR 3200","Saavedra","Comuna 12","1430.0","C1430DYR","campanas_verdes"
"-58.4896833066257","-34.5555122173061","MACHAIN",4006,"CONTENEDOR 3200","Saavedra","Comuna 12","1430.0","C1430DYV","campanas_verdes"
"-58.4909187583255","-34.5537235961064","MACHAIN",4230,"CONTENEDOR 3200","Saavedra","Comuna 12","1430.0","C1430DYZ","campanas_verdes"
"-58.4920220124252","-34.5521395904066","MACHAIN",4460,"CONTENEDOR 3200","Saavedra","Comuna 12","1430.0","C1430DZD","campanas_verdes"
"-58.4937208387248","-34.5497171977069","MACHAIN",4768,"CONTENEDOR 3200","Saavedra","Comuna 12","1430.0","C1430DZJ","campanas_verdes"
"-58.4697225266379","-34.6924552167909","MADARIAGA",6556,"MECÁNICA","Villa Riachuelo","Comuna 8","1439.0","C1439DKJ","campanas_verdes"
"-58.5252786949264","-34.6379554614","MADERO",118,"MECÁNICA","Liniers","Comuna 9","1408.0","C1408BRB","campanas_verdes"
"-58.5279433774258","-34.6340390184005","MADRID",6885,"MECÁNICA","Versalles","Comuna 10","1408.0","C1408AME","campanas_verdes"
"-58.3923267639459","-34.6509064921901","MAGALDI, AGUSTIN",1461,"MECÁNICA","Barracas","Comuna 4","1286.0","C1286AFG","campanas_verdes"
"-58.4631932778329","-34.6053348104993","MAGARIÑOS CERVANTES, A.",1583,"MECÁNICA","Villa Gral. Mitre","Comuna 11","1416.0","C1416DYE","campanas_verdes"
"-58.4653918570326","-34.6062710344994","MAGARIÑOS CERVANTES, A.",1739,"MECÁNICA","Villa Gral. Mitre","Comuna 11","1416.0","C1416DYI","campanas_verdes"
"-58.4681322135323","-34.6074416097994","MAGARIÑOS CERVANTES, A.",1955,"MECÁNICA","Villa Gral. Mitre","Comuna 11","1416.0","C1416DYM","campanas_verdes"
"-58.471662844332","-34.6090751060995","MAGARIÑOS CERVANTES, A.",2221,"MECÁNICA","Villa Gral. Mitre","Comuna 11","1416.0","C1416DYS","campanas_verdes"
"-58.4737855839317","-34.6101876464995","MAGARIÑOS CERVANTES, A.",2413,"MECÁNICA","Villa Gral. Mitre","Comuna 11","1416.0","C1416DYW","campanas_verdes"
"-58.4764706809314","-34.6116118087995","MAGARIÑOS CERVANTES, A.",2631,"MECÁNICA","Villa Gral. Mitre","Comuna 11","1416.0","C1416DZA","campanas_verdes"
"-58.4791698877312","-34.6130348638995","MAGARIÑOS CERVANTES, A.",2847,"MECÁNICA","Villa Santa Rita","Comuna 11","1416.0","C1416DZE","campanas_verdes"
"-58.4817396106309","-34.6143884016996","MAGARIÑOS CERVANTES, A.",3051,"MECÁNICA","Villa Santa Rita","Comuna 11","1416.0","C1416DZI","campanas_verdes"
"-58.4920835878299","-34.6215262416995","MAGARIÑOS CERVANTES, A.",4093,"MECÁNICA","Floresta","Comuna 10","1407.0","C1407FDO","campanas_verdes"
"-58.4937166190298","-34.6228425491995","MAGARIÑOS CERVANTES, A.",4267,"MECÁNICA","Floresta","Comuna 10","1407.0","C1407FDS","campanas_verdes"
